ticker,ts,ann_date,session,est,act,surp
AAPL,2023-11-02 16:00:00-04:00,2023-11-02,amc,1.39,1.46,4.93
AAPL,2024-02-01 16:00:00-05:00,2024-02-01,amc,2.11,2.18,3.55
AAPL,2024-05-02 16:00:00-04:00,2024-05-02,amc,1.5,1.53,2.05
AAPL,2024-08-01 16:00:00-04:00,2024-08-01,amc,1.34,1.4,4.36
AAPL,2024-10-31 16:00:00-04:00,2024-10-31,amc,0.95,0.97,2.48
AAPL,2025-01-30 16:00:00-05:00,2025-01-30,amc,2.34,2.4,2.52
AAPL,2025-05-01 16:00:00-04:00,2025-05-01,amc,1.62,1.65,1.69
AAPL,2025-07-31 16:00:00-04:00,2025-07-31,amc,1.43,1.57,10.12
AAPL,2025-10-30 16:00:00-04:00,2025-10-30,amc,1.77,1.85,4.52
ADM,2021-01-26 07:00:00-05:00,2021-01-26,bmo,1.09,1.21,10.59
ADM,2021-04-27 07:00:00-04:00,2021-04-27,bmo,1.06,1.39,31.65
ADM,2021-07-27 07:00:00-04:00,2021-07-27,bmo,1.04,1.33,28.43
ADM,2021-10-26 07:00:00-04:00,2021-10-26,bmo,0.89,0.97,8.95
ADM,2022-01-25 07:00:00-05:00,2022-01-25,bmo,1.37,1.5,9.53
ADM,2022-04-26 07:00:00-04:00,2022-04-26,bmo,1.41,1.9,34.75
ADM,2022-07-26 07:00:00-04:00,2022-07-26,bmo,1.72,2.15,24.96
ADM,2022-10-25 07:00:00-04:00,2022-10-25,bmo,1.41,1.86,31.54
ADM,2023-01-26 07:00:00-05:00,2023-01-26,bmo,1.65,1.93,16.95
ADM,2023-04-25 07:00:00-04:00,2023-04-25,bmo,1.78,2.09,17.35
ADM,2023-07-25 07:00:00-04:00,2023-07-25,bmo,1.59,1.89,19.15
ADM,2023-10-24 07:00:00-04:00,2023-10-24,bmo,1.53,1.63,6.34
ADM,2024-03-12 07:00:00-04:00,2024-03-12,bmo,1.43,1.36,-5.02
ADM,2024-04-30 07:00:00-04:00,2024-04-30,bmo,1.37,1.46,6.74
ADM,2024-07-30 07:00:00-04:00,2024-07-30,bmo,1.24,1.03,-16.84
ADM,2024-11-18 16:00:00-05:00,2024-11-18,amc,1.09,1.09,-0.02
ADM,2025-02-04 07:00:00-05:00,2025-02-04,bmo,1.15,1.14,-0.75
ADM,2025-05-06 07:00:00-04:00,2025-05-06,bmo,0.67,0.7,4.46
ADM,2025-08-05 07:00:00-04:00,2025-08-05,bmo,0.8,0.93,16.82
ADM,2025-11-04 06:00:00-05:00,2025-11-04,bmo,0.85,0.92,7.91
RTX,2022-01-25 06:00:00-05:00,2022-01-25,bmo,1.02,1.08,5.72
RTX,2022-04-26 06:00:00-04:00,2022-04-26,bmo,1.02,1.15,13.11
RTX,2022-07-26 06:00:00-04:00,2022-07-26,bmo,1.11,1.16,4.16
RTX,2022-10-25 06:00:00-04:00,2022-10-25,bmo,1.14,1.21,6.33
RTX,2023-01-24 06:00:00-05:00,2023-01-24,bmo,1.25,1.27,1.83
RTX,2023-04-25 06:00:00-04:00,2023-04-25,bmo,1.13,1.22,7.52
RTX,2023-07-25 06:00:00-04:00,2023-07-25,bmo,1.18,1.29,9.73
RTX,2023-10-24 06:00:00-04:00,2023-10-24,bmo,1.22,1.25,2.64
RTX,2024-01-23 06:00:00-05:00,2024-01-23,bmo,1.25,1.29,3.46
RTX,2024-04-23 06:00:00-04:00,2024-04-23,bmo,1.23,1.34,8.6
RTX,2024-07-25 06:00:00-04:00,2024-07-25,bmo,1.3,1.41,8.61
RTX,2024-10-22 06:00:00-04:00,2024-10-22,bmo,1.34,1.45,8.31
RTX,2025-01-28 07:00:00-05:00,2025-01-28,bmo,1.38,1.54,11.8
RTX,2025-04-22 06:00:00-04:00,2025-04-22,bmo,1.37,1.47,7.52
RTX,2025-07-22 06:00:00-04:00,2025-07-22,bmo,1.43,1.56,9.47
RTX,2025-10-21 06:00:00-04:00,2025-10-21,bmo,1.41,1.7,20.64
NFLX,2021-01-19 16:00:00-05:00,2021-01-19,amc,0.14,0.12,-14.55
NFLX,2021-04-20 16:00:00-04:00,2021-04-20,amc,0.3,0.38,25.48
NFLX,2021-07-20 16:00:00-04:00,2021-07-20,amc,0.32,0.3,-5.91
NFLX,2021-10-19 16:00:00-04:00,2021-10-19,amc,0.26,0.32,24.49
NFLX,2022-01-20 16:00:00-05:00,2022-01-20,amc,0.08,0.13,59.66
NFLX,2022-04-19 16:00:00-04:00,2022-04-19,amc,0.29,0.35,21.17
NFLX,2022-07-19 16:00:00-04:00,2022-07-19,amc,0.29,0.32,9.04
NFLX,2022-10-18 16:00:00-04:00,2022-10-18,amc,0.21,0.31,45.21
NFLX,2023-01-19 16:00:00-05:00,2023-01-19,amc,0.05,0.01,-75.18
NFLX,2023-04-18 16:00:00-04:00,2023-04-18,amc,0.29,0.29,0.61
NFLX,2023-07-19 16:00:00-04:00,2023-07-19,amc,0.29,0.33,15.36
NFLX,2023-10-18 16:00:00-04:00,2023-10-18,amc,0.35,0.37,7.07
NFLX,2024-01-23 16:00:00-05:00,2024-01-23,amc,0.22,0.21,-5.47
NFLX,2024-04-18 16:00:00-04:00,2024-04-18,amc,0.45,0.53,16.66
NFLX,2024-07-18 16:00:00-04:00,2024-07-18,amc,0.47,0.49,2.92
NFLX,2024-10-17 16:00:00-04:00,2024-10-17,amc,0.51,0.54,5.56
NFLX,2025-01-21 16:00:00-05:00,2025-01-21,amc,0.42,0.43,1.41
NFLX,2025-04-17 16:00:00-04:00,2025-04-17,amc,0.57,0.66,16.82
NFLX,2025-07-17 16:00:00-04:00,2025-07-17,amc,0.7,0.72,2.24
NFLX,2025-10-21 16:00:00-04:00,2025-10-21,amc,0.7,0.59,-15.79
FITB,2022-01-20 06:00:00-05:00,2022-01-20,bmo,0.9,0.9,-0.2
FITB,2022-04-19 06:00:00-04:00,2022-04-19,bmo,0.69,0.68,-1.99
FITB,2022-07-21 06:00:00-04:00,2022-07-21,bmo,0.87,0.76,-13.01
FITB,2022-10-20 06:00:00-04:00,2022-10-20,bmo,0.98,0.93,-4.88
FITB,2023-01-19 06:00:00-05:00,2023-01-19,bmo,0.99,1.01,2.0
FITB,2023-04-20 06:00:00-04:00,2023-04-20,bmo,0.79,0.78,-1.25
FITB,2023-07-20 06:00:00-04:00,2023-07-20,bmo,0.83,0.82,-1.25
FITB,2023-10-19 06:00:00-04:00,2023-10-19,bmo,0.82,0.91,10.47
FITB,2024-01-19 06:00:00-05:00,2024-01-19,bmo,0.64,0.72,12.78
FITB,2024-04-19 06:00:00-04:00,2024-04-19,bmo,0.68,0.7,2.9
FITB,2024-07-19 06:00:00-04:00,2024-07-19,bmo,0.85,0.81,-4.37
FITB,2024-10-18 06:00:00-04:00,2024-10-18,bmo,0.83,0.78,-5.78
FITB,2025-01-21 06:00:00-05:00,2025-01-21,bmo,0.88,0.85,-3.01
FITB,2025-04-17 06:00:00-04:00,2025-04-17,bmo,0.7,0.71,1.42
FITB,2025-07-17 06:00:00-04:00,2025-07-17,bmo,0.87,0.88,1.47
FITB,2025-10-17 06:00:00-04:00,2025-10-17,bmo,0.86,0.91,5.47
ROST,2022-03-01 16:00:00-05:00,2022-03-01,amc,0.97,1.04,6.72
ROST,2022-05-19 16:00:00-04:00,2022-05-19,amc,1.0,0.97,-2.74
ROST,2022-08-18 16:00:00-04:00,2022-08-18,amc,0.99,1.11,11.83
ROST,2022-11-17 16:00:00-05:00,2022-11-17,amc,0.82,1.0,22.52
ROST,2023-02-28 16:00:00-05:00,2023-02-28,amc,1.24,1.31,5.69
ROST,2023-05-18 16:00:00-04:00,2023-05-18,amc,1.07,1.09,2.26
ROST,2023-08-17 16:00:00-04:00,2023-08-17,amc,1.16,1.32,13.46
ROST,2023-11-16 16:00:00-05:00,2023-11-16,amc,1.22,1.33,8.83
ROST,2024-03-05 16:00:00-05:00,2024-03-05,amc,1.65,1.82,10.2
ROST,2024-05-23 16:00:00-04:00,2024-05-23,amc,1.36,1.46,7.72
ROST,2024-08-22 16:00:00-04:00,2024-08-22,amc,1.49,1.59,6.44
ROST,2024-11-21 16:00:00-05:00,2024-11-21,amc,1.4,1.48,6.0
ROST,2025-03-04 16:00:00-05:00,2025-03-04,amc,1.66,1.79,7.92
ROST,2025-05-22 16:00:00-04:00,2025-05-22,amc,1.43,1.47,2.55
ROST,2025-08-21 16:00:00-04:00,2025-08-21,amc,1.54,1.56,1.36
AFL,2021-02-03 16:00:00-05:00,2021-02-03,amc,1.04,1.05,0.49
AFL,2021-04-28 16:00:00-04:00,2021-04-28,amc,1.21,1.51,24.57
AFL,2021-07-28 16:00:00-04:00,2021-07-28,amc,1.28,1.59,24.53
AFL,2021-10-27 16:00:00-04:00,2021-10-27,amc,1.32,1.56,18.25
AFL,2022-02-02 16:00:00-05:00,2022-02-02,amc,1.26,1.33,5.4
AFL,2022-04-27 16:00:00-04:00,2022-04-27,amc,1.37,1.42,3.96
AFL,2022-08-01 16:00:00-04:00,2022-08-01,amc,1.28,1.46,14.21
AFL,2022-10-31 16:00:00-04:00,2022-10-31,amc,1.21,1.15,-5.29
AFL,2023-02-01 16:00:00-05:00,2023-02-01,amc,1.21,1.29,6.44
AFL,2023-04-26 16:00:00-04:00,2023-04-26,amc,1.4,1.55,10.74
AFL,2023-08-01 16:00:00-04:00,2023-08-01,amc,1.44,1.58,10.07
AFL,2023-11-01 16:00:00-04:00,2023-11-01,amc,1.49,1.84,23.64
AFL,2024-01-31 16:00:00-05:00,2024-01-31,amc,1.45,1.25,-14.04
AFL,2024-05-01 16:00:00-04:00,2024-05-01,amc,1.58,1.66,5.17
AFL,2024-07-31 17:00:00-04:00,2024-07-31,amc,1.6,1.83,14.51
AFL,2024-10-30 16:00:00-04:00,2024-10-30,amc,1.68,2.16,28.3
AFL,2025-02-05 17:00:00-05:00,2025-02-05,amc,1.62,1.56,-3.53
AFL,2025-04-30 16:00:00-04:00,2025-04-30,amc,1.67,1.66,-0.82
AFL,2025-08-05 16:00:00-04:00,2025-08-05,amc,1.71,1.78,4.35
AFL,2025-11-04 16:00:00-05:00,2025-11-04,amc,1.78,2.49,40.16
LLY,2022-02-03 06:00:00-05:00,2022-02-03,bmo,2.51,2.49,-0.67
LLY,2022-04-28 06:00:00-04:00,2022-04-28,bmo,2.29,2.62,14.43
LLY,2022-08-04 06:00:00-04:00,2022-08-04,bmo,1.7,1.25,-26.31
LLY,2022-11-01 06:00:00-04:00,2022-11-01,bmo,1.94,1.98,2.07
LLY,2023-02-02 06:00:00-05:00,2023-02-02,bmo,1.83,2.09,14.11
LLY,2023-04-27 06:00:00-04:00,2023-04-27,bmo,1.73,1.62,-6.33
LLY,2023-08-08 06:00:00-04:00,2023-08-08,bmo,1.99,2.11,5.92
LLY,2023-11-02 06:00:00-04:00,2023-11-02,bmo,-0.12,0.1,181.53
LLY,2024-02-06 06:00:00-05:00,2024-02-06,bmo,2.37,2.49,5.14
LLY,2024-04-30 06:00:00-04:00,2024-04-30,bmo,2.49,2.58,3.67
LLY,2024-08-08 07:00:00-04:00,2024-08-08,bmo,2.77,3.92,41.68
LLY,2024-10-30 06:00:00-04:00,2024-10-30,bmo,1.47,1.18,-19.52
LLY,2025-02-06 06:00:00-05:00,2025-02-06,bmo,5.01,4.88,-2.59
LLY,2025-05-01 06:00:00-04:00,2025-05-01,bmo,3.54,3.34,-5.73
LLY,2025-08-07 06:00:00-04:00,2025-08-07,bmo,5.59,6.31,12.89
LLY,2025-10-30 06:00:00-04:00,2025-10-30,bmo,5.89,7.02,19.15
AEE,2021-02-18 17:00:00-05:00,2021-02-18,amc,0.42,0.46,9.56
AEE,2021-05-10 16:00:00-04:00,2021-05-10,amc,0.75,0.91,21.66
AEE,2021-08-05 17:00:00-04:00,2021-08-05,amc,0.88,0.8,-8.75
AEE,2021-11-03 16:00:00-04:00,2021-11-03,amc,1.63,1.65,1.44
AEE,2022-02-17 16:00:00-05:00,2022-02-17,amc,0.49,0.48,-1.61
AEE,2022-05-05 17:00:00-04:00,2022-05-05,amc,0.98,0.97,-1.12
AEE,2022-08-04 16:00:00-04:00,2022-08-04,amc,0.82,0.8,-2.76
AEE,2022-11-03 16:00:00-04:00,2022-11-03,amc,1.74,1.74,0.19
AEE,2023-02-15 16:00:00-05:00,2023-02-15,amc,0.57,0.63,10.83
AEE,2023-05-04 16:00:00-04:00,2023-05-04,amc,0.95,1.0,5.54
AEE,2023-08-02 16:00:00-04:00,2023-08-02,amc,0.8,0.9,12.0
AEE,2023-11-08 16:00:00-05:00,2023-11-08,amc,1.82,1.87,2.55
AEE,2024-02-22 16:00:00-05:00,2024-02-22,amc,0.61,0.6,-1.52
AEE,2024-05-02 17:00:00-04:00,2024-05-02,amc,1.08,0.98,-9.22
AEE,2024-08-01 16:00:00-04:00,2024-08-01,amc,0.93,0.97,4.18
AEE,2024-11-06 16:00:00-05:00,2024-11-06,amc,1.92,1.87,-2.39
AEE,2025-02-13 16:00:00-05:00,2025-02-13,amc,0.8,0.77,-3.21
AEE,2025-05-01 16:00:00-04:00,2025-05-01,amc,1.04,1.07,2.75
AEE,2025-07-31 16:00:00-04:00,2025-07-31,amc,1.0,1.01,1.42
AEE,2025-11-05 16:00:00-05:00,2025-11-05,amc,2.11,2.35,11.35
SBUX,2022-02-01 16:00:00-05:00,2022-02-01,amc,0.8,0.72,-9.45
SBUX,2022-05-03 16:00:00-04:00,2022-05-03,amc,0.6,0.59,-1.02
SBUX,2022-08-02 16:00:00-04:00,2022-08-02,amc,0.76,0.84,11.13
SBUX,2022-11-03 16:00:00-04:00,2022-11-03,amc,0.72,0.81,12.49
SBUX,2023-02-02 16:00:00-05:00,2023-02-02,amc,0.77,0.75,-2.57
SBUX,2023-05-02 16:00:00-04:00,2023-05-02,amc,0.65,0.74,13.12
SBUX,2023-08-01 16:00:00-04:00,2023-08-01,amc,0.95,1.0,5.09
SBUX,2023-11-02 06:00:00-04:00,2023-11-02,bmo,0.97,1.06,9.06
SBUX,2024-01-30 16:00:00-05:00,2024-01-30,amc,0.94,0.9,-4.1
SBUX,2024-04-30 16:00:00-04:00,2024-04-30,amc,0.8,0.68,-15.19
SBUX,2024-07-30 16:00:00-04:00,2024-07-30,amc,0.93,0.93,-0.12
SBUX,2024-10-30 16:00:00-04:00,2024-10-30,amc,0.89,0.8,-10.61
SBUX,2025-01-28 16:00:00-05:00,2025-01-28,amc,0.67,0.69,3.46
SBUX,2025-04-29 16:00:00-04:00,2025-04-29,amc,0.48,0.41,-15.23
SBUX,2025-07-29 16:00:00-04:00,2025-07-29,amc,0.65,0.5,-22.49
SBUX,2025-10-29 16:00:00-04:00,2025-10-29,amc,0.56,0.52,-6.51
MDLZ,2022-01-27 16:00:00-05:00,2022-01-27,amc,0.73,0.71,-2.14
MDLZ,2022-04-26 16:00:00-04:00,2022-04-26,amc,0.75,0.84,11.69
MDLZ,2022-07-26 16:00:00-04:00,2022-07-26,amc,0.64,0.67,4.97
MDLZ,2022-11-01 16:00:00-04:00,2022-11-01,amc,0.69,0.74,7.8
MDLZ,2023-01-31 16:00:00-05:00,2023-01-31,amc,0.7,0.73,3.84
MDLZ,2023-04-27 16:00:00-04:00,2023-04-27,amc,0.8,0.89,10.62
MDLZ,2023-07-27 16:00:00-04:00,2023-07-27,amc,0.69,0.76,10.09
MDLZ,2023-11-01 16:00:00-04:00,2023-11-01,amc,0.78,0.82,4.72
MDLZ,2024-01-30 16:00:00-05:00,2024-01-30,amc,0.77,0.84,8.51
MDLZ,2024-04-30 16:00:00-04:00,2024-04-30,amc,0.89,0.95,6.99
MDLZ,2024-07-30 16:00:00-04:00,2024-07-30,amc,0.79,0.86,9.39
MDLZ,2024-10-29 16:00:00-04:00,2024-10-29,amc,0.85,0.99,16.57
MDLZ,2025-02-04 16:00:00-05:00,2025-02-04,amc,0.65,0.65,-0.54
MDLZ,2025-04-29 16:00:00-04:00,2025-04-29,amc,0.66,0.74,12.24
MDLZ,2025-07-29 16:00:00-04:00,2025-07-29,amc,0.68,0.73,7.87
MDLZ,2025-10-28 16:00:00-04:00,2025-10-28,amc,0.71,0.73,2.94
HD,2022-02-22 06:00:00-05:00,2022-02-22,bmo,3.18,3.21,0.87
HD,2022-05-17 06:00:00-04:00,2022-05-17,bmo,3.69,4.09,10.83
HD,2022-08-16 06:00:00-04:00,2022-08-16,bmo,4.93,5.05,2.36
HD,2022-11-15 06:00:00-05:00,2022-11-15,bmo,4.12,4.24,2.96
HD,2023-02-21 06:00:00-05:00,2023-02-21,bmo,3.29,3.3,0.4
HD,2023-05-16 06:00:00-04:00,2023-05-16,bmo,3.8,3.82,0.52
HD,2023-08-15 06:00:00-04:00,2023-08-15,bmo,4.44,4.65,4.68
HD,2023-11-14 06:00:00-05:00,2023-11-14,bmo,3.76,3.81,1.35
HD,2024-02-20 06:00:00-05:00,2024-02-20,bmo,2.77,2.82,1.63
HD,2024-05-14 06:00:00-04:00,2024-05-14,bmo,3.61,3.63,0.57
HD,2024-08-13 06:00:00-04:00,2024-08-13,bmo,4.55,4.6,1.16
HD,2024-11-12 06:00:00-05:00,2024-11-12,bmo,3.66,3.67,0.33
HD,2025-02-25 06:00:00-05:00,2025-02-25,bmo,3.04,3.02,-0.79
HD,2025-05-20 06:00:00-04:00,2025-05-20,bmo,3.59,3.56,-0.81
HD,2025-08-19 06:00:00-04:00,2025-08-19,bmo,4.69,4.68,-0.31
EXC,2021-02-24 06:00:00-05:00,2021-02-24,bmo,0.7,0.76,9.29
EXC,2021-05-05 06:00:00-04:00,2021-05-05,bmo,0.07,-0.06,-188.03
EXC,2021-08-04 06:00:00-04:00,2021-08-04,bmo,0.67,0.89,33.59
EXC,2021-11-03 06:00:00-04:00,2021-11-03,bmo,1.1,1.09,-0.48
EXC,2022-02-25 15:00:00-05:00,2022-02-25,amc,0.78,0.9,14.93
EXC,2022-05-09 08:00:00-04:00,2022-05-09,bmo,0.65,0.64,-2.06
EXC,2022-08-03 06:00:00-04:00,2022-08-03,bmo,0.46,0.44,-3.81
EXC,2022-11-03 06:00:00-04:00,2022-11-03,bmo,0.7,0.75,6.52
EXC,2023-02-14 06:00:00-05:00,2023-02-14,bmo,0.43,0.43,-0.34
EXC,2023-05-03 06:00:00-04:00,2023-05-03,bmo,0.66,0.7,6.03
EXC,2023-08-02 06:00:00-04:00,2023-08-02,bmo,0.4,0.41,1.26
EXC,2023-11-02 06:00:00-04:00,2023-11-02,bmo,0.68,0.67,-1.92
EXC,2024-02-21 06:00:00-05:00,2024-02-21,bmo,0.58,0.6,3.06
EXC,2024-05-02 06:00:00-04:00,2024-05-02,bmo,0.7,0.68,-2.29
EXC,2024-08-01 06:00:00-04:00,2024-08-01,bmo,0.39,0.47,19.4
EXC,2024-10-30 06:00:00-04:00,2024-10-30,bmo,0.67,0.71,5.9
EXC,2025-02-12 06:00:00-05:00,2025-02-12,bmo,0.59,0.64,7.95
EXC,2025-05-01 06:00:00-04:00,2025-05-01,bmo,0.86,0.92,6.9
EXC,2025-07-31 06:00:00-04:00,2025-07-31,bmo,0.37,0.39,6.11
EXC,2025-11-04 06:00:00-05:00,2025-11-04,bmo,0.78,0.86,10.54
AAL,2022-01-20 07:00:00-05:00,2022-01-20,bmo,-1.48,-1.42,3.99
AAL,2022-04-21 07:00:00-04:00,2022-04-21,bmo,-2.41,-2.32,3.52
AAL,2022-07-21 07:00:00-04:00,2022-07-21,bmo,0.74,0.76,2.36
AAL,2022-10-20 07:00:00-04:00,2022-10-20,bmo,0.56,0.69,22.49
AAL,2023-01-26 07:00:00-05:00,2023-01-26,bmo,1.08,1.17,8.62
AAL,2023-04-27 07:00:00-04:00,2023-04-27,bmo,0.03,0.05,80.7
AAL,2023-07-20 07:00:00-04:00,2023-07-20,bmo,1.59,1.92,20.43
AAL,2023-10-19 07:00:00-04:00,2023-10-19,bmo,0.25,0.38,50.51
AAL,2024-01-25 07:00:00-05:00,2024-01-25,bmo,0.08,0.29,265.56
AAL,2024-04-25 07:00:00-04:00,2024-04-25,bmo,-0.29,-0.34,-16.81
AAL,2024-07-25 07:00:00-04:00,2024-07-25,bmo,1.05,1.01,-3.99
AAL,2024-10-24 07:00:00-04:00,2024-10-24,bmo,0.25,-0.23,-191.09
AAL,2025-01-23 07:00:00-05:00,2025-01-23,bmo,0.6,0.84,40.0
AAL,2025-04-24 07:00:00-04:00,2025-04-24,bmo,-0.67,-0.59,11.73
AAL,2025-07-24 07:00:00-04:00,2025-07-24,bmo,0.78,0.91,16.67
AAL,2025-10-23 07:00:00-04:00,2025-10-23,bmo,-0.28,-0.17,38.21
NOW,2021-01-27 16:00:00-05:00,2021-01-27,amc,1.06,1.17,10.6
NOW,2021-04-28 16:00:00-04:00,2021-04-28,amc,1.35,1.52,12.85
NOW,2021-07-28 16:00:00-04:00,2021-07-28,amc,1.21,1.42,17.53
NOW,2021-10-27 16:00:00-04:00,2021-10-27,amc,1.39,1.55,11.55
NOW,2022-01-26 16:00:00-05:00,2022-01-26,amc,1.43,1.46,2.12
NOW,2022-04-27 16:00:00-04:00,2022-04-27,amc,1.7,1.73,2.03
NOW,2022-07-27 16:00:00-04:00,2022-07-27,amc,1.55,1.62,4.46
NOW,2022-10-26 16:00:00-04:00,2022-10-26,amc,1.85,1.96,6.14
NOW,2023-01-25 16:00:00-05:00,2023-01-25,amc,2.02,2.28,12.62
NOW,2023-04-26 16:00:00-04:00,2023-04-26,amc,2.04,2.37,16.36
NOW,2023-07-26 16:00:00-04:00,2023-07-26,amc,2.05,2.37,15.81
NOW,2023-10-25 16:00:00-04:00,2023-10-25,amc,2.55,2.92,14.55
NOW,2024-01-24 16:00:00-05:00,2024-01-24,amc,2.78,3.11,11.94
NOW,2024-04-24 16:00:00-04:00,2024-04-24,amc,3.13,3.41,8.87
NOW,2024-07-24 16:00:00-04:00,2024-07-24,amc,2.83,3.13,10.44
NOW,2024-10-23 16:00:00-04:00,2024-10-23,amc,3.45,3.72,7.78
NOW,2025-01-29 16:00:00-05:00,2025-01-29,amc,3.66,3.67,0.2
NOW,2025-04-23 16:00:00-04:00,2025-04-23,amc,3.83,4.04,5.36
NOW,2025-07-23 16:00:00-04:00,2025-07-23,amc,3.57,4.09,14.63
NOW,2025-10-29 16:00:00-04:00,2025-10-29,amc,4.27,4.82,13.0
EXPD,2021-02-16 08:00:00-05:00,2021-02-16,bmo,1.09,1.16,6.07
EXPD,2021-05-04 08:00:00-04:00,2021-05-04,bmo,1.06,1.67,57.5
EXPD,2021-08-03 08:00:00-04:00,2021-08-03,bmo,1.64,1.84,12.51
EXPD,2021-11-02 08:00:00-04:00,2021-11-02,bmo,1.81,2.09,15.76
EXPD,2022-02-22 08:00:00-05:00,2022-02-22,bmo,2.09,2.66,27.47
EXPD,2022-05-03 08:00:00-04:00,2022-05-03,bmo,1.79,2.07,15.52
EXPD,2022-08-02 08:00:00-04:00,2022-08-02,bmo,2.14,2.27,6.0
EXPD,2022-11-08 08:00:00-05:00,2022-11-08,bmo,1.99,2.54,27.75
EXPD,2023-02-21 08:00:00-05:00,2023-02-21,bmo,1.97,1.38,-29.87
EXPD,2023-05-02 08:00:00-04:00,2023-05-02,bmo,1.33,1.47,10.24
EXPD,2023-08-08 08:00:00-04:00,2023-08-08,bmo,1.36,1.3,-4.1
EXPD,2023-11-07 08:00:00-05:00,2023-11-07,bmo,1.28,1.16,-9.47
EXPD,2024-02-20 08:00:00-05:00,2024-02-20,bmo,1.22,1.09,-10.64
EXPD,2024-05-07 08:00:00-04:00,2024-05-07,bmo,1.07,1.17,9.21
EXPD,2024-08-06 08:00:00-04:00,2024-08-06,bmo,1.26,1.24,-1.6
EXPD,2024-11-05 08:00:00-05:00,2024-11-05,bmo,1.34,1.63,22.08
EXPD,2025-02-18 08:00:00-05:00,2025-02-18,bmo,1.43,1.68,17.1
EXPD,2025-05-06 08:00:00-04:00,2025-05-06,bmo,1.35,1.47,9.08
EXPD,2025-08-05 08:00:00-04:00,2025-08-05,bmo,1.25,1.34,7.41
EXPD,2025-11-04 08:00:00-05:00,2025-11-04,bmo,1.39,1.64,18.06
SPGI,2021-02-09 07:00:00-05:00,2021-02-09,bmo,2.51,2.71,8.02
SPGI,2021-04-29 07:00:00-04:00,2021-04-29,bmo,3.08,3.39,10.23
SPGI,2021-07-29 07:00:00-04:00,2021-07-29,bmo,3.27,3.62,10.72
SPGI,2021-10-26 07:00:00-04:00,2021-10-26,bmo,3.15,3.54,12.29
SPGI,2022-02-08 07:00:00-05:00,2022-02-08,bmo,3.12,3.15,1.01
SPGI,2022-05-03 07:00:00-04:00,2022-05-03,bmo,2.97,2.89,-2.59
SPGI,2022-08-02 07:00:00-04:00,2022-08-02,bmo,2.93,2.81,-4.19
SPGI,2022-10-27 07:00:00-04:00,2022-10-27,bmo,2.8,2.93,4.76
SPGI,2023-02-09 07:00:00-05:00,2023-02-09,bmo,2.48,2.54,2.61
SPGI,2023-04-27 07:00:00-04:00,2023-04-27,bmo,2.92,3.15,8.06
SPGI,2023-07-27 07:00:00-04:00,2023-07-27,bmo,3.13,3.12,-0.33
SPGI,2023-11-02 07:00:00-04:00,2023-11-02,bmo,3.04,3.21,5.42
SPGI,2024-02-08 07:00:00-05:00,2024-02-08,bmo,3.14,3.13,-0.43
SPGI,2024-04-25 07:00:00-04:00,2024-04-25,bmo,3.66,4.01,9.66
SPGI,2024-07-30 07:00:00-04:00,2024-07-30,bmo,3.65,4.04,10.83
SPGI,2024-10-24 07:00:00-04:00,2024-10-24,bmo,3.64,3.89,6.76
SPGI,2025-02-11 07:00:00-05:00,2025-02-11,bmo,3.47,3.77,8.58
SPGI,2025-04-29 07:00:00-04:00,2025-04-29,bmo,4.21,4.37,3.9
SPGI,2025-07-31 07:00:00-04:00,2025-07-31,bmo,4.22,4.43,4.88
SPGI,2025-10-30 07:00:00-04:00,2025-10-30,bmo,4.41,4.73,7.28
ALL,2021-02-03 16:00:00-05:00,2021-02-03,amc,3.82,5.87,53.62
ALL,2021-05-05 16:00:00-04:00,2021-05-05,amc,3.94,6.11,55.07
ALL,2021-08-04 16:00:00-04:00,2021-08-04,amc,3.17,3.79,19.46
ALL,2021-11-03 16:00:00-04:00,2021-11-03,amc,1.74,0.73,-58.07
ALL,2022-02-02 16:00:00-05:00,2022-02-02,amc,2.77,2.75,-0.83
ALL,2022-05-04 16:00:00-04:00,2022-05-04,amc,2.95,2.58,-12.57
ALL,2022-08-03 16:00:00-04:00,2022-08-03,amc,-1.15,-0.76,34.19
ALL,2022-11-02 16:00:00-04:00,2022-11-02,amc,-1.59,-1.56,1.74
ALL,2023-02-01 16:00:00-05:00,2023-02-01,amc,-1.36,-1.36,0.07
ALL,2023-05-03 16:00:00-04:00,2023-05-03,amc,-1.01,-1.3,-28.27
ALL,2023-08-01 16:00:00-04:00,2023-08-01,amc,-3.96,-4.42,-11.56
ALL,2023-11-01 16:00:00-04:00,2023-11-01,amc,0.49,0.81,63.67
ALL,2024-02-07 16:00:00-05:00,2024-02-07,amc,3.94,5.82,47.88
ALL,2024-05-01 16:00:00-04:00,2024-05-01,amc,3.94,5.13,30.29
ALL,2024-07-31 16:00:00-04:00,2024-07-31,amc,0.36,1.61,346.5
ALL,2024-10-30 16:00:00-04:00,2024-10-30,amc,1.93,4.39,128.05
ALL,2025-02-05 16:00:00-05:00,2025-02-05,amc,6.28,7.67,22.07
ALL,2025-04-30 16:00:00-04:00,2025-04-30,amc,2.53,3.53,39.33
ALL,2025-07-30 16:00:00-04:00,2025-07-30,amc,3.87,7.76,100.72
ALL,2025-11-05 16:00:00-05:00,2025-11-05,amc,7.54,11.17,48.08
DUK,2021-02-11 06:00:00-05:00,2021-02-11,bmo,1.03,1.03,0.29
