instrument,model,side,bias,quintile,entry_ts,exit_ts,entry,exit,r,pnl_pct,bars,reason,partial_tp1
UAA,S3,long,RISK_ON,1,2013-08-15 00:00:00+00:00,2013-08-16 00:00:00+00:00,17.66765,17.409664285714285,-1.0,-0.005,1,SL,False
ALGN,S3,long,RISK_ON,1,2013-08-15 00:00:00+00:00,2013-08-19 00:00:00+00:00,43.20315999999999,42.54768571428571,-1.0,-0.005,2,SL,False
ATVI,S3,long,RISK_ON,1,2013-08-15 00:00:00+00:00,2013-08-19 00:00:00+00:00,17.24723,16.85142857142857,-1.0,-0.005,2,SL,False
LKQ,S3,long,RISK_ON,1,2013-08-15 00:00:00+00:00,2013-09-03 00:00:00+00:00,29.319289999999995,28.685853571428574,-1.0,-0.005,12,SL,False
AIZ,S3,long,RISK_ON,1,2013-08-15 00:00:00+00:00,2013-08-20 00:00:00+00:00,54.78472999999999,54.23875,-1.0,-0.005,3,SL,False
GT,S3,long,RISK_ON,1,2013-08-15 00:00:00+00:00,2013-08-19 00:00:00+00:00,18.853835,18.306642857142858,-1.0,-0.005,2,SL,False
AGN,S3,long,RISK_ON,1,2013-08-15 00:00:00+00:00,2013-08-16 00:00:00+00:00,135.00486999999998,133.10454285714286,-1.0,-0.005,1,SL,False
LMT,S3,long,RISK_ON,1,2013-08-15 00:00:00+00:00,2013-08-29 00:00:00+00:00,122.25212999999998,122.25212999999998,0.803414380277425,0.004017071901387125,10,STOP_AFTER_TP1,True
MGM,S3,long,RISK_ON,1,2013-08-15 00:00:00+00:00,2013-10-23 00:00:00+00:00,17.15714,20.06,5.049128190375739,0.025245640951878694,48,EMA_TRAIL,True
PXD,S3,long,RISK_ON,1,2013-08-15 00:00:00+00:00,2013-10-31 00:00:00+00:00,169.31914999999998,204.78,6.280359023522042,0.03140179511761021,54,EMA_TRAIL,True
FLIR,S3,long,RISK_ON,1,2013-08-15 00:00:00+00:00,2013-08-20 00:00:00+00:00,32.22219,31.77623571428572,-1.0,-0.005,3,SL,False
VIAB,S3,long,RISK_ON,1,2013-08-15 00:00:00+00:00,2013-08-16 00:00:00+00:00,78.24816999999999,77.34803571428571,-1.0,-0.005,1,SL,False
JNPR,S1,long,DEFENSIVE,1,2013-09-04 00:00:00+00:00,2013-09-23 00:00:00+00:00,20.740719999999996,20.51,-0.1693208671529811,-0.0008466043357649056,13,SMA50_BREAK,False
MCO,S1,long,DEFENSIVE,1,2013-09-06 00:00:00+00:00,2013-10-08 00:00:00+00:00,65.84577999999999,69.57,0.8574303726691874,0.004287151863345938,22,EMA_TRAIL,True
ULTA,S1,long,DEFENSIVE,1,2013-09-09 00:00:00+00:00,2013-09-12 00:00:00+00:00,101.45134999999998,100.16,-0.2083340055433102,-0.001041670027716551,3,SMA50_BREAK,False
MU,S2,long,RISK_ON,1,2013-09-10 00:00:00+00:00,2013-12-23 00:00:00+00:00,16.27626,21.49,3.1332429537989848,0.015666214768994925,73,EMA_TRAIL,True
INCY,S3,long,RISK_ON,1,2013-09-11 00:00:00+00:00,2013-09-23 00:00:00+00:00,36.216179999999994,34.713857142857144,-0.43728410417137936,-0.002186420520856897,8,SL,False
LNC,S3,long,RISK_ON,1,2013-09-12 00:00:00+00:00,2013-09-18 00:00:00+00:00,44.324279999999995,43.75948571428571,-1.0,-0.005,4,SL,False
XRX,S3,long,RISK_ON,1,2013-09-12 00:00:00+00:00,2013-09-20 00:00:00+00:00,40.600559999999994,40.600559999999994,0.9217110971708449,0.004608555485854224,6,STOP_AFTER_TP1,True
BWA,S3,long,RISK_ON,1,2013-09-12 00:00:00+00:00,2013-10-08 00:00:00+00:00,49.20415499999999,49.20415499999999,0.36331155947038096,0.0018165577973519049,18,STOP_AFTER_TP1,True
HAL,S3,long,RISK_ON,1,2013-09-12 00:00:00+00:00,2013-09-23 00:00:00+00:00,49.249199999999995,48.462135714285715,-1.0,-0.005,7,SL,False
GRMN,S3,long,RISK_ON,1,2013-09-12 00:00:00+00:00,2013-10-31 00:00:00+00:00,42.44239999999999,46.75,4.066689826980612,0.02033344913490306,35,EMA_TRAIL,True
KORS,S3,long,RISK_ON,1,2013-09-12 00:00:00+00:00,2013-09-23 00:00:00+00:00,73.39331999999999,73.39331999999999,1.1531800272903028,0.005765900136451514,7,STOP_AFTER_TP1,True
HRS,S3,long,RISK_ON,1,2013-09-13 00:00:00+00:00,2013-09-18 00:00:00+00:00,57.98792999999999,57.98792999999999,0.321188209113828,0.00160594104556914,3,STOP_AFTER_TP1,True
AGN,S3,long,RISK_ON,1,2013-09-13 00:00:00+00:00,2013-10-08 00:00:00+00:00,135.72558999999998,139.8,2.1617056039533797,0.0108085280197669,17,EMA_TRAIL,True
COO,S3,long,RISK_ON,1,2013-09-13 00:00:00+00:00,2013-09-23 00:00:00+00:00,132.20207,130.26703571428573,-1.0,-0.005,6,SL,False
LOW,S3,long,RISK_ON,1,2013-09-13 00:00:00+00:00,2013-10-07 00:00:00+00:00,46.906859999999995,47.26,0.6430836773213147,0.0032154183866065734,16,EMA_TRAIL,True
CHK,S3,long,RISK_ON,1,2013-09-16 00:00:00+00:00,2013-09-20 00:00:00+00:00,26.546519999999997,26.546519999999997,0.7944017175230293,0.003972008587615147,4,STOP_AFTER_TP1,True
